cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod
66.635.690/0001-63,1,,02,20260506,7319002,CE,1383
66.635.701/0001-05,1,,02,20260506,1422300,SP,6639
66.635.711/0001-40,1,,02,20260506,4755502,MG,4215
66.635.722/0001-20,1,,02,20260506,8230002,SP,7123
66.635.734/0001-55,1,,02,20260506,8219999,TO,9733
66.635.744/0001-90,1,,02,20260415,6911701,PA,0567
66.635.755/0001-70,1,,02,20260506,7711000,SP,7107
66.635.766/0001-50,1,ADRIA REPRESENTACOES,02,20260506,4619200,PA,0531
66.635.777/0001-30,1,EMPLACADORA GUIMARAES E SILVA,02,20260506,8299799,MA,0919
66.635.789/0001-65,1,,02,20260506,5590699,MA,0921
66.635.800/0001-97,1,,02,20260506,8650004,SP,7107
66.635.810/0001-22,1,,02,20260506,9602502,RS,8899
66.635.821/0001-02,1,,02,20260506,5620104,SP,6131
66.635.833/0001-37,1,,02,20260506,9700500,SP,7107
66.635.843/0001-72,1,,02,20260506,4722901,PB,1981
66.635.852/0001-63,1,,02,20260506,1095300,BA,3357
66.635.865/0001-32,1,,02,20260506,4724500,SP,6921
66.635.875/0001-78,1,,02,20260506,4923002,RJ,6001
66.635.885/0001-03,1,MAAPLE SERVICOS INTEGRADOS,02,20260506,8291100,MG,4463
66.635.894/0001-02,1,,02,20260506,7319002,GO,9433
66.635.906/0001-90,1,,02,20260506,8599604,RJ,5819
66.635.916/0001-26,1,,02,20260506,7319002,SP,6291
66.635.928/0001-50,1,,02,20260506,4930203,SC,8289
66.635.938/0001-96,1,SBMTI,02,20260427,8690901,MG,4133
66.635.950/0001-09,1,,02,20260506,5212500,PA,0567
66.635.960/0001-36,1,,02,20260506,1529700,MG,4459
66.635.971/0001-16,1,,02,20260506,0159802,SC,8127
66.635.981/0001-51,1,,02,20260506,5212500,MG,4123
66.635.992/0001-31,1,,02,20260506,4930201,ES,5699
66.636.004/0001-79,1,,02,20260506,4321500,SC,8039
66.636.016/0001-01,1,,02,20260506,8219999,PR,7535
66.636.026/0001-39,1,,02,20260506,4930201,DF,9701
66.636.038/0001-63,1,,02,20260506,5320201,RS,8679
66.636.046/0001-00,1,,02,20260506,9511800,SP,7107
66.636.057/0001-90,1,FAZENDA CALIFORNIA,02,20260506,0111302,PI,1087
66.636.067/0001-25,1,,02,20260506,4781400,SP,7107
66.636.079/0001-50,1,GARGAU MINERADORA,02,20260505,7732201,RJ,0782
66.636.090/0001-10,1,ENCOR VETERINARIA,02,20260506,7500100,SP,7107
66.636.102/0001-06,1,MT MONTAGENS E SERVICOS,02,20260506,3329501,ES,5697
66.636.112/0001-41,1,,02,20260506,5912099,SC,8185
66.612.206/0001-80,1,,02,20260505,9511800,SP,6721
66.636.130/0001-23,1,,02,20260506,3212400,SP,7107
66.636.141/0001-03,1,,02,20260506,5320201,PA,0443
66.636.152/0001-93,1,,02,20260506,7319002,PR,7887
66.636.161/0001-84,1,,02,20260506,6203100,DF,9701
66.636.173/0001-09,1,,02,20260506,5320202,RJ,5819
66.636.185/0001-33,1,,02,20260506,4923002,PB,2129
66.636.196/0001-13,1,,02,20260506,4930202,MG,5007
66.636.207/0001-65,1,,02,20260506,8599604,BA,3429
66.636.215/0001-01,1,,02,20260506,4752100,PR,0844
66.636.227/0001-36,1,,02,20260506,4923002,SP,7107
66.636.238/0001-16,1,,02,20260506,7319002,SP,7107
66.636.249/0001-04,1,,02,20260506,8599699,SP,7107
66.636.260/0001-66,1,,02,20260506,5320201,SP,6723
66.636.272/0001-90,1,,02,20260506,1091101,RJ,6001
66.636.284/0001-15,1,CHOPP E RESENHA DIPLOMATA LTDA,02,20260505,4723700,SP,6553
66.636.295/0001-03,1,,02,20260506,9602501,PE,2457
66.636.305/0001-00,1,J.A CONSTRUCOES,02,20260506,4120400,SE,3105
66.636.316/0001-82,1,,02,20260506,4772500,PA,0559
66.636.328/0001-07,1,,02,20260506,4724500,MG,4787
66.636.336/0001-53,1,,02,20260506,9609208,MG,4843
66.636.347/0001-33,1,,02,20260506,6462000,PR,7493
64.040.420/0002-65,2,,02,20260506,7723300,CE,1389
66.636.367/0001-04,1,,02,20260506,6630400,EX,9707
66.636.377/0001-40,1,,02,20260506,5620104,RJ,5829
66.636.387/0001-85,1,,02,20260506,5320201,SP,6425
66.636.397/0001-10,1,,02,20260506,4520001,MT,0097
66.636.407/0001-18,1,,02,20260506,6822600,CE,1585
66.636.419/0001-42,1,,02,20260506,9700500,SP,6219
66.636.430/0001-02,1,MT OBRAS E REFORMAS,02,20260506,4120400,MS,9051
66.636.441/0001-92,1,LIMIAR PSICOLOGIA,02,20260506,8650003,MS,9793
66.636.450/0001-83,1,UPSERVICE,02,20260504,3314708,BA,3849
66.636.461/0001-63,1,,02,20260428,0151201,AL,2703
66.636.472/0001-43,1,ATALIBA CONSULTORIA AGRICOLA E CORRETAGEM DE IMOVEIS,02,20260506,6810202,RN,1603
66.636.483/0001-23,1,,02,20260506,8599699,MT,9895
66.636.493/0001-69,1,,02,20260506,1749400,SC,8179
66.636.504/0001-00,1,,02,20260506,4930202,RJ,6001
66.636.514/0001-46,1,,02,20260506,7319002,MG,4371
66.636.524/0001-81,1,,02,20260506,8592999,CE,1389
66.636.534/0001-17,1,,02,20260506,1412601,SC,8199
66.636.544/0001-52,1,,02,20260504,6202300,SP,6477
66.636.555/0001-32,1,CONDOMINIO RESIDENCIAL JULIO DE CASTILHOS I,02,20260318,8112500,RS,8511
66.636.567/0001-67,1,DESENVOLVER,02,20260506,8650003,BA,3873
66.636.576/0001-58,1,,02,20260506,4923002,RJ,5867
66.636.586/0001-93,1,M A COMERCIO E SERVICOS,02,20260506,4742300,AM,0255
66.636.596/0001-29,1,ZEDEK ESQUADRIAS,02,20260505,2512800,BA,3565
66.636.609/0001-60,1,,02,20260506,9512600,SP,6219
66.636.619/0001-03,1,,02,20260506,7020400,RS,8801
66.636.631/0001-00,1,ESTETICA TABATA OLIVEIRA,02,20260506,9602502,PE,2531
66.636.641/0001-45,1,,02,20260506,4930202,PR,7667
66.636.652/0001-25,1,AC TURISMO,02,20260505,7911200,RN,1861
66.636.664/0001-50,1,,02,20260506,5320201,SC,8179
66.636.675/0001-30,1,,02,20260506,4520002,PR,7667
63.745.110/0001-00,1,,02,20251119,5320202,MA,0921
66.636.693/0001-11,1,,02,20260506,4322302,SP,7107
66.636.704/0001-63,1,,02,20260506,9602501,RO,0013
66.636.715/0001-43,1,,02,20260506,4923002,GO,1052
66.636.726/0001-23,1,,02,20260506,1091102,SP,7107
66.636.736/0001-69,1,CONECTA+SOLUCOES EMPRESARIAIS,02,20260506,7020400,RN,1761
66.636.748/0001-93,1,,02,20260506,7732202,CE,1447
66.636.759/0001-73,1,,02,20260506,8219999,MT,9067
66.636.769/0001-09,1,,02,20260506,4330404,RJ,5813
66.636.780/0001-79,1,,02,20260506,2229399,RJ,5833
66.636.789/0001-80,1,,02,20260506,1091102,SP,7107
66.636.800/0001-01,1,,02,20260423,4330404,SP,7107
66.636.811/0001-91,1,,02,20260506,8219999,SP,6713
66.636.823/0001-16,1,,02,20260506,4330403,PR,7505
66.636.831/0001-62,1,,02,20260506,4330404,RS,8637
66.636.842/0001-42,1,,02,20260506,2229399,PR,7667
66.636.854/0001-77,1,,02,20260506,8219999,MG,4123
66.636.865/0001-57,1,SEU JUNIOR BARBEARIA,02,20260506,9602501,GO,9373
66.636.875/0001-92,1,,02,20260506,4321500,PE,2457
66.636.886/0001-72,1,E.M.C AGRO LTDA,02,20260505,0161003,SP,6413
66.636.898/0001-05,1,,02,20260506,3329501,AM,0255
66.636.909/0001-49,1,,02,20260506,7319002,GO,9289
66.636.920/0001-09,1,AK LABS,02,20260506,6201501,SP,6795
66.636.931/0001-99,1,,02,20260506,4781400,AP,0613
66.636.941/0001-24,1,,02,20260506,8219999,RS,8801
63.360.159/0001-37,1,GAIA CLOUD T&I,02,20251024,6204000,SP,7107
66.636.962/0001-40,1,,02,20260506,5320202,RJ,6001
66.636.972/0001-85,1,,02,20260506,4712100,AL,0971
66.636.984/0001-00,1,,02,20260506,4399103,PR,7927
66.636.996/0001-34,1,C&S AGROPECUARIA,02,20260504,7490103,RN,1829
66.637.007/0001-27,1,,02,20260506,5611203,TO,9241
66.637.017/0001-62,1,NAPOLEAO ANTIGUIDADES,02,20260505,8299799,SP,7107
66.637.027/0001-06,1,,02,20260506,5611204,GO,9595
66.637.038/0001-88,1,MAGO STEAK BEEF LTDA,02,20260506,4722901,GO,9595
66.637.047/0001-79,1,,02,20260506,7319002,SC,8233
66.637.057/0001-04,1,,02,20260504,6462000,MG,4723
66.637.066/0001-03,1,,02,20260506,6201501,RS,8801
62.260.746/0001-91,1,,02,20250817,4930201,GO,9625
66.637.087/0001-10,1,,02,20260506,4712100,PA,0411
66.637.098/0001-09,1,,02,20260506,4930202,SP,6313
66.637.108/0001-06,1,,02,20260506,8630504,MG,0710
66.637.116/0001-44,1,,02,20260506,4321500,PE,2513
66.637.128/0001-79,1,,02,20260506,8219999,MT,9151
66.637.138/0001-04,1,CASA DO VOVO,02,20260506,4773300,PB,2027
66.637.149/0001-94,1,,02,20260506,5611204,GO,9445
66.637.160/0001-54,1,,02,20260505,6462000,MG,4147
66.637.170/0001-90,1,RWR CLIMATIZACAO,02,20260506,4322302,MT,9067
66.637.180/0001-25,1,,02,20260506,5320202,MG,4595
66.637.191/0001-05,1,STOP CHOPP,02,20260505,5611204,MG,5441
66.637.201/0001-02,1,,02,20260506,9602501,RJ,6001
66.637.212/0001-92,1,,02,20260506,4330402,RJ,5897
66.637.223/0001-72,1,,02,20260505,3314712,RJ,5901
66.637.234/0001-52,1,,02,20260506,2330305,MA,0921
66.637.245/0001-32,1,,02,20260506,4755502,SP,7107
66.637.256/0001-12,1,TRANSFAVORITA,02,20260506,4930202,MA,0871
66.637.268/0001-47,1,,02,20260506,8599604,SP,6969
66.637.279/0001-27,1,,02,20260506,5819100,RS,8801
66.637.290/0001-97,1,,02,20260506,4520005,SP,7037
66.637.300/0001-94,1,RK POSTO DE MEDICAMENTO,02,20260429,4771701,BA,3801
66.637.311/0001-74,1,,02,20260506,5612100,ES,5705
66.637.322/0001-54,1,,02,20260506,1622699,ES,5703
66.637.334/0001-89,1,,02,20260506,4752100,PA,0595
66.637.344/0001-14,1,STUDIO DAYANE PEGO,02,20260506,7111100,ES,5703
66.637.355/0001-02,1,,02,20260506,4930202,SC,8221
66.637.367/0001-29,1,,02,20260506,4321500,SE,3115
66.637.377/0001-64,1,,02,20260506,9609208,SP,6477
66.637.388/0001-44,1,,02,20260506,8599699,PE,2491
66.637.397/0001-35,1,,02,20260505,7210000,SP,7107
66.637.409/0001-21,1,,02,20260506,1091101,MA,0921
66.637.420/0001-91,1,,02,20260506,8599699,SP,7107
66.637.432/0001-16,1,,02,20260506,8592999,DF,9701
66.637.442/0001-51,1,PIZZARIA PRIMAVERA DELIVERY,02,20260506,5611201,CE,1389
66.637.450/0001-06,1,G.A.M SERVICOS,02,20260506,8211300,MT,9067
65.026.127/0002-06,2,,02,20260506,4530703,MT,0125
66.637.469/0001-44,1,,02,20260506,8219999,PR,7691
66.637.480/0001-04,1,,02,20260506,9602502,SP,6835
66.637.491/0001-94,1,NCB CERMATOLOGIA LTDA,02,20260506,8630503,SP,7107
66.637.502/0001-36,1,,02,20260506,5611204,ES,5663
66.637.512/0001-71,1,,02,20260506,4543900,SP,6313
66.637.524/0001-04,1,,02,20260506,4930201,DF,9701
66.637.534/0001-31,1,,02,20260506,5611201,SP,7209
66.637.545/0001-11,1,,02,20260506,8219999,DF,9701
66.637.557/0001-46,1,,02,20260506,9602501,SP,7107
66.637.568/0001-26,1,HIGILAV LAVANDERIA HOSPITALAR,02,20260505,9601701,BA,3629
66.637.578/0001-61,1,,02,20260506,7319002,SP,7079
66.637.589/0001-41,1,,02,20260506,5812301,PR,7535
66.637.600/0001-73,1,,02,20260506,6399200,ES,5699
66.637.611/0001-53,1,,02,20260506,5320202,SP,7181
66.637.623/0001-88,1,,02,20260506,7319002,BA,3849
66.637.633/0001-13,1,,02,20260506,4330405,GO,0077
66.637.644/0001-01,1,,02,20260506,4923002,PR,7423
20.300.157/0086-39,2,NOVO ATACAREJO,02,20260506,4711302,PE,2487
66.637.664/0001-74,1,,02,20260506,8712300,RJ,5833
66.637.673/0001-65,1,,02,20260506,7112000,MG,4763
66.637.684/0001-45,1,,02,20260504,6462000,MG,4961
66.637.696/0001-70,1,,02,20260506,8291100,BA,3849
66.637.707/0001-11,1,,02,20260506,7319002,PE,2381
66.625.293/0001-00,1,,02,20260506,4399103,SP,6971
66.637.727/0001-92,1,,02,20260506,8130300,SP,6581
66.637.738/0001-72,1,,02,20260506,7319002,SP,6715
66.637.749/0001-52,1,,02,20260506,1629301,MG,5425
66.637.759/0001-98,1,,02,20260506,9602501,RS,0962
66.637.770/0001-58,1,,02,20260506,4399103,SP,7107
66.637.781/0001-38,1,,02,20260506,4754701,RS,8877
66.637.791/0001-73,1,,02,20260506,4755503,MG,4123
66.637.801/0001-70,1,,02,20260506,1422300,SP,6285
66.637.813/0001-03,1,POEIRA GARIMPO,02,20260505,4785799,MG,4733
08.743.025/0151-19,2,GRANADO DESDE 1870,02,20260506,4772500,RJ,6001
66.637.829/0001-08,1,,02,20260506,4923002,RJ,5869
66.637.839/0001-43,1,,02,20260506,7319002,MG,4123
66.637.849/0001-89,1,,02,20260506,4930201,PA,0427
66.637.859/0001-14,1,,02,20260506,5212500,MG,4743
66.637.868/0001-05,1,,02,20260506,5320202,PA,0427
66.637.879/0001-95,1,,02,20260506,1412602,SP,6799
66.637.889/0001-20,1,,02,20260506,4330404,BA,3313
66.637.898/0001-11,1,BOATE AZUL,02,20260430,5611204,MT,9871
66.637.909/0001-63,1,,02,20260506,1091102,BA,3685
66.637.920/0001-23,1,,02,20260506,4781400,PR,7419
66.637.931/0001-03,1,,02,20260506,4520005,PA,0471
66.637.942/0001-93,1,,02,20260506,8211300,MG,4359
66.637.954/0001-18,1,,02,20260504,8650001,SP,7107
66.637.964/0001-53,1,,02,20260506,5320201,DF,9701
66.637.975/0001-33,1,,02,20260505,6810202,SP,7107
66.637.987/0001-68,1,,02,20260506,9511800,MG,5143
66.637.998/0001-48,1,,02,20260506,1351100,SP,7151
66.638.009/0001-30,1,AUNURA ARQUITETURA E DESIGN,02,20260506,7111100,GO,9373
66.638.018/0001-21,1,,02,20260428,0113000,SP,7029
66.638.029/0001-01,1,,02,20260506,1531902,MT,9167
66.638.039/0001-47,1,,02,20260506,7319002,GO,9753
66.638.049/0001-82,1,,02,20260506,6399200,DF,9701
63.874.426/0001-94,1,,02,20251201,5611205,GO,9373
66.638.070/0001-88,1,,02,20260506,5620104,PA,0427
66.638.082/0001-02,1,,02,20260506,7719599,CE,1389
53.001.102/0016-74,2,,02,20260101,0113000,SP,7239
66.638.097/0001-70,1,,02,20260506,7112000,MG,4111
66.638.108/0001-12,1,,02,20260506,1091102,PA,0595
66.638.118/0001-58,1,,02,20260506,5611203,SP,6111
66.638.129/0001-38,1,FOUR SEASONS GOURMET,02,20260506,5620103,RJ,6001
66.638.139/0001-73,1,,02,20260504,4722902,CE,1551
66.638.150/0001-33,1,,02,20260416,6810202,SP,6267
66.638.160/0001-79,1,,02,20260506,4399103,SC,8395
66.638.170/0001-04,1,,02,20260506,8599603,MG,5401
66.638.181/0001-94,1,NARA ASSIS OLIVEIRA GINECOLOGIA E OBSTETRICIA,02,20260505,8630599,SP,7107
66.638.190/0001-85,1,,02,20260506,2599399,RS,8569
66.638.201/0001-27,1,,02,20260506,4930201,SE,3105
66.638.211/0001-62,1,,08,20260506,4923002,RN,1741
66.638.223/0001-97,1,IMPACTO TERRAPLENAGEM,02,20260506,4313400,SC,8339
47.308.892/0002-37,2,VICENTE EXPORTACAO DE CAFE,02,20260506,4621400,MG,4787
66.638.241/0001-79,1,,02,20260505,6462000,SP,6177
66.638.250/0001-60,1,,02,20260506,5620104,RJ,5897
66.638.261/0001-40,1,,02,20260506,4321500,MG,5035
66.638.273/0001-74,1,,02,20260505,4399101,CE,1573
66.638.283/0001-00,1,,02,20260506,4321500,SC,8327
66.638.293/0001-45,1,,02,20260506,4520001,MT,9167
66.638.304/0001-97,1,CARTAO VIDA SAUDE,02,20260505,8299799,PA,0509
66.638.316/0001-11,1,,02,20260506,8219999,PA,0427
66.638.326/0001-57,1,,02,20260506,8219999,SP,6131
66.638.336/0001-92,1,,02,20260506,9700500,RS,8599
66.638.348/0001-17,1,,02,20260506,8650003,PR,7825
66.638.358/0001-52,1,,02,20260506,4930202,SC,8397
66.638.368/0001-98,1,,02,20260506,4520005,PR,7535
66.638.379/0001-78,1,,02,20260506,9602502,RS,8637
62.790.943/0001-12,1,,08,20250918,5611201,PR,7535
66.638.399/0001-49,1,,02,20260506,4785701,MT,9067
66.638.410/0001-70,1,,02,20260504,8650099,SC,8147
66.638.422/0001-03,1,OTTO GESTAO & SOLUCOES,02,20260506,8211300,SP,6475
66.638.431/0001-96,1,,02,20260506,9602501,MA,0921
66.638.442/0001-76,1,,02,20260506,4399103,MG,4209
66.638.454/0001-09,1,,02,20260506,8599699,AM,0255
66.638.463/0001-91,1,,02,20260506,5320202,SP,6921
66.638.473/0001-27,1,,02,20260415,6810202,SP,7107
66.638.484/0001-07,1,,02,20260506,5819100,SP,7191
66.638.493/0001-06,1,,02,20260506,4330404,ES,5631
